mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0.3476898670196533,0.0,0.0006482601165771484,0.0,3,0.3,"{'max_depth': 3, 'max_features': 0.3}",0.9715489735881947,0.9715489735881947,0.0,1
0.296539306640625,0.0,0.00060272216796875,0.0,2,0.3,"{'max_depth': 2, 'max_features': 0.3}",0.963672506428686,0.963672506428686,0.0,2
0.3128800392150879,0.0,0.0006499290466308594,0.0,3,0.2,"{'max_depth': 3, 'max_features': 0.2}",0.9636598403400377,0.9636598403400377,0.0,3
0.23665595054626465,0.0,0.0007531642913818359,0.0,3,0.1,"{'max_depth': 3, 'max_features': 0.1}",0.9418061686696786,0.9418061686696786,0.0,4
0.27272796630859375,0.0,0.0006260871887207031,0.0,2,0.2,"{'max_depth': 2, 'max_features': 0.2}",0.9369431673474915,0.9369431673474915,0.0,5
0.19938015937805176,0.0,0.0007429122924804688,0.0,1,0.1,"{'max_depth': 1, 'max_features': 0.1}",0.9223899372557168,0.9223899372557168,0.0,6
0.21910500526428223,0.0,0.0007479190826416016,0.0,2,0.1,"{'max_depth': 2, 'max_features': 0.1}",0.8946821992814907,0.8946821992814907,0.0,7
0.23285913467407227,0.0,0.0007088184356689453,0.0,1,0.2,"{'max_depth': 1, 'max_features': 0.2}",0.8863880489210367,0.8863880489210367,0.0,8
0.24649286270141602,0.0,0.0006639957427978516,0.0,1,0.3,"{'max_depth': 1, 'max_features': 0.3}",0.878795096327463,0.878795096327463,0.0,9
