File:,../20250820_MIT_kyocera_Sample_data_partialDataSet_purged_p145_test.txt,
DataML_DF,GradientBoosting,Regressor
Index,Predicted Value,
0.6771266586220367,,
0.7395573783786966,,
0.738356998968972,,
